street,ward,district,city,size,property_legal_document,bed_rooms,toilets,floors,price,house_type
Trần Cao Vân,Phường Thanh Khê Đông,Quận Thanh Khê,Đà Nẵng,70.0,Sổ đỏ,4.0,2.0,3.0,8 tỷ 600 triệu,nhà mặt tiền
Phạm Tứ,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,108.0,Sổ đỏ,4.0,3.0,3.0,12 tỷ 700 triệu,nhà mặt tiền
Đường 2 Tháng 9,Phường Bình Hiên,Quận Hải Châu,Đà Nẵng,113.9,Sổ hồng,2.0,2.0,2.0,40 tỷ,nhà mặt tiền
Phạm Văn Nghị,Phường Thạc Gián,Quận Thanh Khê,Đà Nẵng,58.0,Sổ đỏ,3.0,4.0,4.0,10 tỷ,nhà mặt tiền
Phan Đăng Lưu,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,70.0,Sổ đỏ,3.0,2.0,2.0,5 tỷ 650 triệu,nhà mặt tiền
Hoàng Thúc Trâm,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,90.0,Sổ đỏ,5.0,5.0,2.0,7 tỷ 500 triệu,nhà mặt tiền
Cách Mạng Tháng 8,Phường Hòa Thọ Đông,Quận Cẩm Lệ,Đà Nẵng,125.0,Sổ hồng,4.0,3.0,2.0,5 tỷ 800 triệu,nhà mặt tiền
Nguyễn Văn Linh,Phường Thạc Gián,Quận Thanh Khê,Đà Nẵng,106.0,Sổ hồng,4.0,3.0,3.0,28 tỷ 500 triệu,nhà mặt tiền
Đỗ Bá,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,87.4,Sổ đỏ,4.0,3.0,3.0,18 tỷ 200 triệu,nhà mặt tiền
Tố Hữu,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,100.0,Sổ đỏ,5.0,5.0,,7 tỷ 900 triệu,nhà mặt tiền
Trần Tống,Phường Vĩnh Trung,Quận Thanh Khê,Đà Nẵng,52.0,Sổ đỏ,3.0,3.0,3.0,5 tỷ 700 triệu,nhà mặt tiền
Nguyễn Thành Ý,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,76.0,Sổ hồng,4.0,4.0,3.0,5 tỷ 750 triệu,nhà mặt tiền
Thủ Khoa Huân,Phường An Hải Đông,Quận Sơn Trà,Đà Nẵng,105.9,Sổ hồng,3.0,3.0,3.0,7 tỷ 800 triệu,nhà mặt tiền
Vũ Trọng Phụng,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,70.0,Sổ đỏ,3.0,3.0,2.0,5 tỷ 200 triệu,nhà mặt tiền
Dương Đình Nghệ,Phường An Hải Bắc,Quận Sơn Trà,Đà Nẵng,105.0,Sổ hồng,18.0,18.0,6.0,17 tỷ 500 triệu,nhà mặt tiền
Thi Sách,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,85.0,Sổ đỏ,1.0,1.0,,4 tỷ 500 triệu,nhà mặt tiền
Vũ Quỳnh,Phường Thanh Khê Tây,Quận Thanh Khê,Đà Nẵng,75.0,Sổ hồng,2.0,2.0,,4 tỷ 100 triệu,nhà mặt tiền
Bắc Đẩu,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,88.2,Sổ hồng,2.0,2.0,,8 tỷ,nhà mặt tiền
Phạm Văn Đồng,Phường An Hải Bắc,Quận Sơn Trà,Đà Nẵng,126.0,Sổ hồng,24.0,25.0,6.0,35 tỷ,nhà mặt tiền
Nguyễn Đổng Chi,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,80.0,Sổ đỏ,2.0,2.0,3.0,6 tỷ 500 triệu,nhà mặt tiền
Nguyễn Hữu Thọ,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,74.0,Sổ hồng,3.0,3.0,3.0,7 tỷ 900 triệu,nhà mặt tiền
An Cư 5,Phường Phước Mỹ,Quận Sơn Trà,Đà Nẵng,85.0,Sổ đỏ,3.0,3.0,3.0,7 tỷ 800 triệu,nhà mặt tiền
Tố Hữu,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,96.0,Sổ đỏ,3.0,3.0,2.0,8 tỷ,nhà mặt tiền
Yên Khê 2,Phường Thanh Khê Đông,Quận Thanh Khê,Đà Nẵng,57.0,Sổ đỏ,4.0,3.0,3.0,5 tỷ 600 triệu,nhà mặt tiền
Tô Hiến Thành,Phường Phước Mỹ,Quận Sơn Trà,Đà Nẵng,188.0,Sổ hồng,3.0,2.0,,15 tỷ,nhà mặt tiền
Lê Thanh Nghị,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,81.0,Sổ đỏ,3.0,3.0,3.0,12 tỷ,nhà mặt tiền
Cô Bắc,Phường Hải Châu II,Quận Hải Châu,Đà Nẵng,86.5,Sổ hồng,3.0,3.0,3.0,15 tỷ 800 triệu,nhà mặt tiền
Nguyễn Tri Phương,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,86.2,Sổ đỏ,4.0,5.0,3.0,13 tỷ,nhà mặt tiền
Đống Đa,Phường Thuận Phước,Quận Hải Châu,Đà Nẵng,97.0,Sổ hồng,16.0,17.0,6.0,22 tỷ,nhà mặt tiền
Nguyễn Đức Cảnh,Phường Thuận Phước,Quận Hải Châu,Đà Nẵng,56.0,Sổ hồng,3.0,4.0,2.0,5 tỷ 200 triệu,nhà mặt tiền
Nguyễn Thành Hãn,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,81.0,Sổ đỏ,1.0,1.0,,5 tỷ 200 triệu,nhà mặt tiền
Phạm Phú Tiết,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,80.0,Sổ hồng,4.0,4.0,2.0,5 tỷ 800 triệu,nhà mặt tiền
Nguyễn Văn Thoại,Bắc Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,141.0,Sổ đỏ,2.0,1.0,,19 tỷ 600 triệu,nhà mặt tiền
Nguyễn Sơn Hà,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,70.0,Sổ hồng,3.0,3.0,3.0,7 tỷ 450 triệu,nhà mặt tiền
Nguyễn Sơn Hà,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,85.0,Sổ hồng,3.0,2.0,,6 tỷ 600 triệu,nhà mặt tiền
Trần Cao Vân,Phường Xuân Hà,Quận Thanh Khê,Đà Nẵng,81.0,Sổ hồng,3.0,3.0,,12 tỷ 500 triệu,nhà mặt tiền
Nguyễn Phước Nguyên,Phường An Khê,Quận Thanh Khê,Đà Nẵng,73.0,Sổ hồng,1.0,1.0,,5 tỷ 200 triệu,nhà mặt tiền
Lê Thị Tính,Phường An Khê,Quận Thanh Khê,Đà Nẵng,90.0,Sổ hồng,2.0,3.0,2.0,5 tỷ 200 triệu,nhà mặt tiền
Lý Nhân Tông,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,92.5,Sổ hồng,3.0,3.0,3.0,8 tỷ 100 triệu,nhà mặt tiền
Ngô Thị Liễu,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,82.5,Sổ hồng,3.0,3.0,3.0,6 tỷ 500 triệu,nhà mặt tiền
Nguyễn Hữu Thọ,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,50.0,Sổ hồng,5.0,5.0,5.0,10 tỷ 500 triệu,nhà mặt tiền
Tiên Sơn 14,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,88.0,Sổ đỏ,2.0,2.0,2.0,4 tỷ 500 triệu,nhà mặt tiền
Lê Quang Sung,Phường Chính Gián,Quận Thanh Khê,Đà Nẵng,135.0,Sổ đỏ,3.0,3.0,2.0,8 tỷ 500 triệu,nhà mặt tiền
Kỳ Đồng,Phường Thanh Khê Đông,Quận Thanh Khê,Đà Nẵng,102.0,Sổ hồng,3.0,2.0,2.0,5 tỷ 700 triệu,nhà mặt tiền
Tiên Sơn 8,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,120.0,Sổ hồng,5.0,5.0,3.0,11 tỷ 900 triệu,nhà mặt tiền
Ninh Tốn,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,65.0,Sổ hồng,1.0,1.0,,1 tỷ 800 triệu,nhà mặt tiền
Âu Cơ,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Đà Nẵng,174.0,Sổ hồng,7.0,7.0,,2 tỷ 700 triệu,nhà mặt tiền
Âu Cơ,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Đà Nẵng,65.0,Sổ hồng,1.0,1.0,,1 tỷ 800 triệu,nhà mặt tiền
Âu Cơ,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,135.0,Sổ hồng,2.0,1.0,,2 tỷ 850 triệu,nhà mặt tiền
Âu Cơ,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,100.0,Sổ hồng,2.0,1.0,,1 tỷ 850 triệu,nhà mặt tiền
Âu Cơ,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Đà Nẵng,90.0,Sổ đỏ,2.0,1.0,,2 tỷ 500 triệu,nhà mặt tiền
Hoàng Văn Thái,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,150.0,Sổ đỏ,2.0,1.0,,2 tỷ 900 triệu,nhà mặt tiền
Phú Lộc 5,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,100.0,Không xác định,2.0,2.0,,3 tỷ 700 triệu,nhà mặt tiền
Âu Cơ,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,65.0,Sổ hồng,1.0,1.0,,900 triệu,nhà mặt tiền
Tôn Đức Thắng,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Đà Nẵng,100.0,Sổ hồng,1.0,1.0,,900 triệu,nhà mặt tiền
Âu Cơ,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Đà Nẵng,70.0,Sổ hồng,1.0,1.0,2.0,1 tỷ 800 triệu,nhà mặt tiền
Trần Thanh Trung,Phường Thanh Khê Tây,Quận Thanh Khê,Đà Nẵng,81.0,Sổ đỏ,4.0,2.0,,6 tỷ 800 triệu,nhà mặt tiền
Tôn Đức Thắng,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,70.0,Sổ hồng,2.0,1.0,,5 tỷ 100 triệu,nhà mặt tiền
Ngô Văn Sở,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Đà Nẵng,65.0,Sổ hồng,2.0,1.0,,1 tỷ 800 triệu,nhà mặt tiền
Âu Cơ,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Đà Nẵng,100.0,Sổ hồng,2.0,1.0,,1 tỷ,nhà mặt tiền
Tôn Đức Thắng,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Đà Nẵng,56.0,Sổ đỏ,3.0,2.0,,3 tỷ 300 triệu,nhà mặt tiền
Đỗ Thúc Tịnh,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,80.0,Sổ đỏ,3.0,4.0,,4 tỷ 350 triệu,nhà mặt tiền
Lê Trọng Tấn,Phường An Khê,Quận Thanh Khê,Đà Nẵng,60.0,Sổ hồng,3.0,3.0,3.0,4 tỷ 600 triệu,nhà mặt tiền
Nguyễn Phước Lan,Phường Hòa Xuân,Quận Cẩm Lệ,Đà Nẵng,165.0,Sổ đỏ,17.0,17.0,,13 tỷ 500 triệu,nhà mặt tiền
Âu Cơ,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Đà Nẵng,65.0,Sổ hồng,1.0,1.0,,1 tỷ 850 triệu,nhà mặt tiền
Lê Cơ,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,78.0,Sổ đỏ,3.0,2.0,,3 tỷ 500 triệu,nhà mặt tiền
Trường Chinh,Phường An Khê,Quận Thanh Khê,Đà Nẵng,102.0,Sổ đỏ,3.0,3.0,,2 tỷ 600 triệu,nhà mặt tiền
An Thượng 1,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,150.0,Sổ hồng,7.0,6.0,,17 tỷ,nhà mặt tiền
Tôn Thất Đạm,Phường Xuân Hà,Quận Thanh Khê,Đà Nẵng,90.0,Sổ đỏ,20.0,17.0,,14 tỷ 200 triệu,nhà mặt tiền
Đống Đa,Phường Thuận Phước,Quận Hải Châu,Đà Nẵng,68.0,Không xác định,3.0,3.0,3.0,4 tỷ 700 triệu,nhà mặt tiền
Tiểu La,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,71.0,Không xác định,3.0,3.0,,4 tỷ 300 triệu,nhà mặt tiền
Hải Sơn,Phường Thanh Bình,Quận Hải Châu,Đà Nẵng,55.0,Sổ hồng,3.0,2.0,,3 tỷ 100 triệu,nhà mặt tiền
Hoàng Diệu,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,60.0,Sổ hồng,3.0,2.0,,3 tỷ 180 triệu,nhà mặt tiền
Lê Bá Trinh,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,71.0,Sổ hồng,3.0,3.0,2.0,4 tỷ 250 triệu,nhà mặt tiền
Phan Thanh,Phường Thạc Gián,Quận Thanh Khê,Đà Nẵng,52.0,Sổ hồng,3.0,3.0,2.0,3 tỷ 400 triệu,nhà mặt tiền
Lê Thanh Nghị,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,67.0,Sổ hồng,3.0,3.0,3.0,3 tỷ 400 triệu,nhà mặt tiền
Phan Châu Trinh,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,62.0,Sổ hồng,2.0,2.0,2.0,3 tỷ 200 triệu,nhà mặt tiền
Đống Đa,Phường Thuận Phước,Quận Hải Châu,Đà Nẵng,68.0,Sổ hồng,3.0,3.0,3.0,4 tỷ 700 triệu,nhà mặt tiền
Trưng Nữ Vương,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,69.0,Sổ đỏ,3.0,2.0,,4 tỷ,nhà mặt tiền
Tô Hiệu,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,60.0,Sổ đỏ,3.0,2.0,,4 tỷ 800 triệu,nhà mặt tiền
Dương Văn An,Phường Mân Thái,Quận Sơn Trà,Đà Nẵng,80.0,Sổ đỏ,3.0,2.0,2.0,4 tỷ 350 triệu,nhà mặt tiền
Cao Xuân Huy,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,78.0,Sổ hồng,2.0,1.0,,4 tỷ 750 triệu,nhà mặt tiền
Phạm Cự Lượng,Phường An Hải Đông,Quận Sơn Trà,Đà Nẵng,285.0,Sổ đỏ,2.0,2.0,,22 tỷ,nhà mặt tiền
Hàm Nghi,Phường Vĩnh Trung,Quận Thanh Khê,Đà Nẵng,59.0,Sổ đỏ,3.0,3.0,,16 tỷ 900 triệu,nhà mặt tiền
Thi Sách,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,106.0,Sổ đỏ,3.0,2.0,,5 tỷ 650 triệu,nhà mặt tiền
Huỳnh Ngọc Huệ,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,140.0,Sổ đỏ,4.0,3.0,,8 tỷ 900 triệu,nhà mặt tiền
Phạm Như Xương,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,150.0,Sổ đỏ,4.0,3.0,,6 tỷ 950 triệu,nhà mặt tiền
Nguyễn Phước Nguyên,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,45.0,Sổ đỏ,4.0,3.0,3.0,4 tỷ 100 triệu,nhà mặt tiền
Mẹ Suốt,Phường Hòa Khánh Nam,Quận Liên Chiểu,Đà Nẵng,100.0,Sổ đỏ,3.0,2.0,2.2,2 tỷ 500 triệu,nhà mặt tiền
Trần Nhân Tông,Phường Mân Thái,Quận Sơn Trà,Đà Nẵng,90.0,Sổ đỏ,3.0,2.0,,4 tỷ 600 triệu,nhà mặt tiền
Lê Đình Lý,Phường Vĩnh Trung,Quận Thanh Khê,Đà Nẵng,56.0,Sổ hồng,3.0,3.0,3.0,4 tỷ 170 triệu,nhà mặt tiền
Lý Tự Trọng,Phường Thanh Bình,Quận Hải Châu,Đà Nẵng,56.0,Sổ hồng,3.0,2.0,2.0,3 tỷ 150 triệu,nhà mặt tiền
Đỗ Quang,Phường Vĩnh Trung,Quận Thanh Khê,Đà Nẵng,52.0,Sổ hồng,3.0,4.0,3.0,3 tỷ 400 triệu,nhà mặt tiền
Nguyễn Văn Linh,Phường Nam Dương,Quận Hải Châu,Đà Nẵng,55.0,Sổ hồng,3.0,3.0,3.0,4 tỷ 150 triệu,nhà mặt tiền
Nguyễn Tri Phương,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,56.0,Sổ hồng,3.0,4.0,4.0,4 tỷ 170 triệu,nhà mặt tiền
Lê Đình Lý,Phường Hòa Thuận Đông,Quận Hải Châu,Đà Nẵng,56.0,Sổ hồng,3.0,3.0,3.0,4 tỷ 170 triệu,nhà mặt tiền
Nguyễn Tri Phương,Phường Hòa Thuận Đông,Quận Hải Châu,Đà Nẵng,55.0,Sổ hồng,3.0,3.0,4.0,4 tỷ 180 triệu,nhà mặt tiền
Tiểu La,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,65.0,Sổ hồng,3.0,3.0,,3 tỷ 400 triệu,nhà mặt tiền
Nguyễn Tri Phương,Phường Thạc Gián,Quận Thanh Khê,Đà Nẵng,56.0,Sổ hồng,3.0,3.0,3.5,4 tỷ,nhà mặt tiền
Thanh Sơn,Phường Thanh Bình,Quận Hải Châu,Đà Nẵng,56.0,Sổ hồng,3.0,2.0,2.0,3 tỷ 50 triệu,nhà mặt tiền
Tiểu La,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,67.0,Sổ hồng,3.0,3.0,2.0,3 tỷ 450 triệu,nhà mặt tiền
Thanh Long,Phường Thanh Bình,Quận Hải Châu,Đà Nẵng,55.0,Không xác định,3.0,2.0,,3 tỷ 80 triệu,nhà mặt tiền
Núi Thành,Phường Hòa Thuận Đông,Quận Hải Châu,Đà Nẵng,64.0,Sổ hồng,3.0,3.0,,3 tỷ 420 triệu,nhà mặt tiền
Lê Hữu Trác,Phường Phước Mỹ,Quận Sơn Trà,Đà Nẵng,117.0,Sổ hồng,3.0,2.0,2.0,4 tỷ 350 triệu,nhà mặt tiền
Núi Thành,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,67.0,Sổ hồng,3.0,32.0,2.0,3 tỷ 500 triệu,nhà mặt tiền
"Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng Hoàng Diệu",Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,52.0,Sổ hồng,2.0,2.0,,2 tỷ 600 triệu,nhà mặt tiền
Hàm Nghi,Phường Thạc Gián,Quận Thanh Khê,Đà Nẵng,56.0,Sổ hồng,3.0,3.0,,4 tỷ 160 triệu,nhà mặt tiền
Lê Đình Thám,Phường Hòa Thuận Đông,Quận Hải Châu,Đà Nẵng,52.0,Sổ hồng,2.0,2.0,,2 tỷ 560 triệu,nhà mặt tiền
Ỷ Lan Nguyên Phi,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,65.0,Sổ hồng,3.0,3.0,2.0,3 tỷ 500 triệu,nhà mặt tiền
Trưng Nữ Vương,Phường Hòa Thuận Đông,Quận Hải Châu,Đà Nẵng,52.0,Sổ hồng,2.0,2.0,2.0,2 tỷ 570 triệu,nhà mặt tiền
Phan Thanh,Phường Thạc Gián,Quận Thanh Khê,Đà Nẵng,52.0,Sổ hồng,3.0,4.0,,3 tỷ 350 triệu,nhà mặt tiền
Phạm Văn Nghị,Phường Thạc Gián,Quận Thanh Khê,Đà Nẵng,56.0,Sổ hồng,3.0,3.0,4.0,4 tỷ 100 triệu,nhà mặt tiền
Hà Huy Tập,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,175.0,Sổ đỏ,30.0,30.0,,9 tỷ 750 triệu,nhà mặt tiền
Tôn Thất Đạm,Phường Xuân Hà,Quận Thanh Khê,Đà Nẵng,90.0,Sổ đỏ,3.0,3.0,,17 tỷ 550 triệu,nhà mặt tiền
Bà Huyện Thanh Quan,Bắc Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,312.4,Sổ đỏ,3.0,2.0,,26 tỷ,nhà mặt tiền
Đặng Đình Vân,Phường An Khê,Quận Thanh Khê,Đà Nẵng,100.0,Sổ đỏ,4.0,6.0,,8 tỷ 400 triệu,nhà mặt tiền
Đường 2 Tháng 9,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,300.0,Sổ đỏ,4.0,3.0,,42 tỷ,nhà mặt tiền
Lý Đạo Thành,Phường An Hải Bắc,Quận Sơn Trà,Đà Nẵng,100.0,Sổ đỏ,4.0,3.0,,7 tỷ,nhà mặt tiền
Trưng Nữ Vương,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,159.0,Sổ đỏ,4.0,2.0,,9 tỷ 800 triệu,nhà mặt tiền
Tôn Đản,Phường Hòa An,Quận Cẩm Lệ,Đà Nẵng,135.0,Sổ đỏ,3.0,2.0,,5 tỷ 100 triệu,nhà mặt tiền
Ông Ích Khiêm,Phường Thanh Bình,Quận Hải Châu,Đà Nẵng,50.0,Sổ đỏ,2.0,2.0,3.0,12 tỷ 500 triệu,nhà mặt tiền
Xuân Thiều,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,75.0,Sổ đỏ,3.0,2.0,,3 tỷ 400 triệu,nhà mặt tiền
Nguyễn Phước Nguyên,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,40.0,Sổ đỏ,3.0,2.0,,4 tỷ 100 triệu,nhà mặt tiền
Duy Tân,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,133.0,Sổ hồng,3.0,3.0,,19 tỷ,nhà mặt tiền
Đào Duy Từ,Phường Vĩnh Trung,Quận Thanh Khê,Đà Nẵng,36.0,Sổ hồng,4.0,2.0,3.0,8 tỷ 700 triệu,nhà mặt tiền
Nguyễn Văn Linh,Phường Nam Dương,Quận Hải Châu,Đà Nẵng,59.0,Không xác định,3.0,4.0,3.0,5 tỷ 700 triệu,nhà mặt tiền
Điện Biên Phủ,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,60.0,Sổ hồng,1.0,1.0,,2 tỷ 700 triệu,nhà mặt tiền
Trương Định,Phường Mân Thái,Quận Sơn Trà,Đà Nẵng,82.0,Không xác định,3.0,2.0,,11 tỷ,nhà mặt tiền
Phan Bá Phiến,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,150.0,Sổ hồng,4.0,4.0,3.0,11 tỷ 500 triệu,nhà mặt tiền
Hùng Vương,Phường Vĩnh Trung,Quận Thanh Khê,Đà Nẵng,46.0,Sổ hồng,3.0,2.0,2.0,3 tỷ 650 triệu,nhà mặt tiền
Nguyễn Phước Nguyên,Phường An Khê,Quận Thanh Khê,Đà Nẵng,44.0,Không xác định,3.0,2.0,2.0,2 tỷ 500 triệu,nhà mặt tiền
Đỗ Bá,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,147.0,Sổ hồng,3.0,2.0,,17 tỷ,nhà mặt tiền
Dương Văn An,Phường Mân Thái,Quận Sơn Trà,Đà Nẵng,75.0,Sổ hồng,2.0,2.0,,4 tỷ,nhà mặt tiền
Cẩm Bắc 5,Phường Hòa Thọ Tây,Quận Cẩm Lệ,Đà Nẵng,203.0,Sổ hồng,3.0,2.0,,4 tỷ 750 triệu,nhà mặt tiền
Phạm Văn Xảo,Phường Thọ Quang,Quận Sơn Trà,Đà Nẵng,130.0,Sổ hồng,6.0,6.0,,8 tỷ 500 triệu,nhà mặt tiền
Trường Chinh,Phường An Khê,Quận Thanh Khê,Đà Nẵng,100.0,Sổ hồng,5.0,6.0,,8 tỷ 400 triệu,nhà mặt tiền
Hòa An,Phường Hòa An,Quận Cẩm Lệ,Đà Nẵng,100.0,Sổ đỏ,3.0,3.0,,5 tỷ 200 triệu,nhà mặt tiền
Hà Huy Tập,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,46.0,Sổ đỏ,3.0,3.0,,2 tỷ 852 triệu,nhà mặt tiền
Ngô Văn Sở,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Đà Nẵng,125.0,Sổ đỏ,3.0,2.0,,9 tỷ 250 triệu,nhà mặt tiền
Nguyễn Văn Thoại,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,151.0,Sổ đỏ,3.0,2.0,,14798 tỷ,nhà mặt tiền
Nguyễn Phước Nguyên,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,160.0,Sổ đỏ,4.0,3.0,2.0,8 tỷ 100 triệu,nhà mặt tiền
Lê Độ,Phường Xuân Hà,Quận Thanh Khê,Đà Nẵng,30.0,Sổ đỏ,2.0,2.0,2.0,1 tỷ 800 triệu,nhà mặt tiền
Mỹ An 3,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,90.0,Sổ đỏ,3.0,4.0,,7 tỷ 980 triệu,nhà mặt tiền
Nguyễn Thái Bình,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,125.0,Sổ đỏ,2.0,2.0,,4750 tỷ,nhà mặt tiền
Thanh Huy 1,Phường Thanh Khê Đông,Quận Thanh Khê,Đà Nẵng,100.0,Sổ đỏ,4.0,2.0,,7800 tỷ,nhà mặt tiền
Tô Hiệu,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,72.0,Sổ đỏ,4.0,2.0,,6 tỷ 192 triệu,nhà mặt tiền
Âu Cơ,Phường Hòa Hiệp Bắc,Quận Liên Chiểu,Đà Nẵng,144.0,Sổ đỏ,2.0,2.0,,78 triệu 400 nghìn,nhà mặt tiền
Hà Huy Tập,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,54.0,Sổ đỏ,2.0,2.0,,2 tỷ 592 triệu,nhà mặt tiền
Hà Huy Tập,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,53.0,Sổ đỏ,4.0,4.0,,5 tỷ 798 triệu,nhà mặt tiền
Đống Đa,Phường Hải Châu I,Quận Hải Châu,Đà Nẵng,200.0,Sổ hồng,3.0,2.0,7.0,12 tỷ,nhà mặt tiền
Tú Mỡ,Phường Hòa An,Quận Cẩm Lệ,Đà Nẵng,92.0,Sổ đỏ,3.0,2.0,,6992 tỷ,nhà mặt tiền
Tô Hiệu,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,81.0,Sổ đỏ,3.0,2.0,,3726 tỷ,nhà mặt tiền
Thi Sách,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,62.0,Sổ đỏ,3.0,2.0,,4 tỷ 495 triệu,nhà mặt tiền
Hà Huy Tập,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,63.0,Sổ đỏ,3.0,3.0,,3 tỷ 244 triệu,nhà mặt tiền
Lương Văn Can,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,70.0,Sổ đỏ,3.0,3.0,,4 tỷ 600 triệu,nhà mặt tiền
Mẹ Thứ,Phường Hòa Xuân,Quận Cẩm Lệ,Đà Nẵng,100.0,Sổ đỏ,3.0,3.0,3.0,5 tỷ 450 triệu,nhà mặt tiền
Thanh Lương 10,Phường Hòa Xuân,Quận Cẩm Lệ,Đà Nẵng,100.0,Sổ đỏ,2.0,2.0,2.0,4 tỷ 600 triệu,nhà mặt tiền
Nguyễn Lương Bằng,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,125.0,Sổ hồng,2.0,1.0,,4 tỷ 900 triệu,nhà mặt tiền
