street,ward,district,city,size,property_legal_document,bed_rooms,toilets,floors,price,house_type
Nguyễn Thành Ý,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,80.0,Sổ hồng,4.0,4.0,3.0,5 tỷ 800 triệu,nhà mặt tiền
Hồ Tông Thốc,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,92.5,Sổ hồng,4.0,2.0,2.0,6 tỷ 200 triệu,nhà mặt tiền
Tố Hữu,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,80.0,Sổ hồng,4.0,3.0,3.0,5 tỷ 780 triệu,nhà mặt tiền
Tiểu La,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,50.0,Sổ hồng,3.0,2.0,3.0,4 tỷ 930 triệu,nhà mặt tiền
Đường 2 Tháng 9,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,74.0,Sổ hồng,3.0,2.0,,3 tỷ 80 triệu,nhà mặt tiền
Lê Sát,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,72.0,Sổ hồng,5.0,4.0,3.0,6 tỷ 890 triệu,nhà mặt tiền
Lê Anh Xuân,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,67.0,Sổ hồng,3.0,3.0,3.0,5 tỷ 80 triệu,nhà mặt tiền
Lê Sát,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,90.0,Sổ hồng,7.0,7.0,2.5,7 tỷ 500 triệu,nhà mặt tiền
Núi Thành,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,165.0,Sổ hồng,5.0,5.0,3.0,17 tỷ 900 triệu,nhà mặt tiền
Châu Thượng Văn,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,53.0,Sổ hồng,3.0,3.0,3.0,3 tỷ 700 triệu,nhà mặt tiền
Lê Thanh Nghị,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,81.0,Sổ hồng,3.0,3.0,3.0,13 tỷ 200 triệu,nhà mặt tiền
Nguyễn Sơn,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,87.0,Sổ hồng,3.0,2.0,2.0,7 tỷ 800 triệu,nhà mặt tiền
Bình An 2,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,58.0,Sổ hồng,3.0,2.0,2.0,4 tỷ 780 triệu,nhà mặt tiền
Trưng Nữ Vương,Phường Bình Hiên,Quận Hải Châu,Đà Nẵng,50.0,Sổ hồng,3.0,2.0,2.0,7 tỷ 450 triệu,nhà mặt tiền
Lương Ngọc Quyến,Phường Thanh Bình,Quận Hải Châu,Đà Nẵng,140.0,Sổ đỏ,4.0,4.0,2.0,13 tỷ 500 triệu,nhà mặt tiền
Nguyễn Hữu Thọ,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,170.0,Sổ đỏ,4.0,4.0,4.0,19 tỷ 200 triệu,nhà mặt tiền
Châu Thượng Văn,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,80.0,Sổ đỏ,2.0,1.0,,2 tỷ 950 triệu,nhà mặt tiền
Tôn Đức Thắng,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,290.0,Sổ đỏ,1.0,1.0,,9 tỷ,nhà mặt tiền
Nghiêm Xuân Yên,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,100.0,Sổ đỏ,11.0,12.0,5.0,10 tỷ 500 triệu,nhà mặt tiền
Hóa Sơn 2,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,56.0,Sổ đỏ,3.0,2.0,2.0,3 tỷ 750 triệu,nhà mặt tiền
Lê Đình Thám,Phường Hòa Thuận Đông,Quận Hải Châu,Đà Nẵng,90.0,Sổ đỏ,4.0,4.0,4.0,15 tỷ 200 triệu,nhà mặt tiền
Bà Huyện Thanh Quan,Phường Khuê Mỹ,Quận Ngũ Hành Sơn,Đà Nẵng,412.0,Sổ đỏ,3.0,3.0,2.0,39 tỷ 100 triệu,nhà mặt tiền
Trần Hưng Đạo,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,144.0,Sổ hồng,5.0,6.0,3.0,14 tỷ 500 triệu,nhà mặt tiền
Trần Hưng Đạo,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,144.0,Sổ đỏ,4.0,5.0,3.0,14 tỷ,nhà mặt tiền
Hà Huy Tập,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,60.0,Sổ đỏ,3.0,3.0,4.0,3 tỷ,nhà mặt tiền
Thi Sách,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,50.0,Sổ hồng,4.0,4.0,4.0,5 tỷ 800 triệu,nhà mặt tiền
Điện Biên Phủ,Phường Thanh Khê Đông,Quận Thanh Khê,Đà Nẵng,105.0,Sổ hồng,3.0,5.0,5.0,16 tỷ 500 triệu,nhà mặt tiền
Dương Quảng Hàm,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,72.0,Sổ hồng,3.0,4.0,,6 tỷ 300 triệu,nhà mặt tiền
Nguyễn Sơn,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,87.0,Sổ hồng,3.0,2.0,3.0,8 tỷ,nhà mặt tiền
Tiểu La,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,71.0,Sổ hồng,3.0,2.0,2.0,8 tỷ,nhà mặt tiền
Nguyễn Tri Phương,Phường Vĩnh Trung,Quận Thanh Khê,Đà Nẵng,115.0,Sổ hồng,7.0,5.0,3.0,10 tỷ 900 triệu,nhà mặt tiền
Bình An 3,Phường Hải Châu,Quận Hải Châu,Đà Nẵng,60.5,Sổ hồng,3.0,3.0,3.0,4 tỷ 850 triệu,nhà mặt tiền
Nguyễn Hữu Thọ,Phường Hòa Thuận Đông,Quận Hải Châu,Đà Nẵng,90.0,Sổ hồng,3.0,3.0,3.0,16 tỷ 500 triệu,nhà mặt tiền
Tố Hữu,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,73.3,Sổ hồng,3.0,2.0,,4 tỷ 700 triệu,nhà mặt tiền
Hóa Sơn 6,Phường Hải Châu,Quận Hải Châu,Đà Nẵng,56.0,Sổ hồng,2.0,1.0,,4 tỷ 100 triệu,nhà mặt tiền
Đường 2 Tháng 9,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,67.0,Sổ hồng,2.0,1.0,,5 tỷ 900 triệu,nhà mặt tiền
Trưng Nữ Vương,Phường Bình Hiên,Quận Hải Châu,Đà Nẵng,89.0,Sổ đỏ,4.0,4.0,2.0,14 tỷ,nhà mặt tiền
Hoàng Thúc Trâm,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,90.0,Sổ hồng,5.0,5.0,2.5,7 tỷ 500 triệu,nhà mặt tiền
Mạc Thị Bưởi,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,85.5,Sổ hồng,4.0,2.0,,7 tỷ,nhà mặt tiền
Hồ Tông Thốc,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,92.0,Sổ hồng,4.0,2.0,2.0,6 tỷ 150 triệu,nhà mặt tiền
Tiên Sơn 10,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,108.0,Sổ hồng,23.0,23.0,5.0,10 tỷ 500 triệu,nhà mặt tiền
Đặng Thai Mai,Phường Thạc Gián,Quận Thanh Khê,Đà Nẵng,128.0,Sổ hồng,3.0,3.0,3.0,14 tỷ 700 triệu,nhà mặt tiền
Hóa Sơn 6,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,104.0,Sổ đỏ,3.0,2.0,2.0,9 tỷ 700 triệu,nhà mặt tiền
Trịnh Đình Thảo,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,121.5,Sổ hồng,3.0,3.0,2.0,9 tỷ 300 triệu,nhà mặt tiền
Nguyễn Hữu Thọ,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,170.0,Sổ hồng,3.0,3.0,3.5,19 tỷ 500 triệu,nhà mặt tiền
Mai Am,Phường Thanh Bình,Quận Hải Châu,Đà Nẵng,61.7,Sổ hồng,4.0,5.0,4.0,8 tỷ 250 triệu,nhà mặt tiền
Tiên Sơn 9,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,90.0,Sổ hồng,3.0,2.0,2.0,6 tỷ 200 triệu,nhà mặt tiền
Nguyễn Phước Nguyên,Phường An Khê,Quận Thanh Khê,Đà Nẵng,99.0,Sổ hồng,3.0,3.0,2.0,5 tỷ 950 triệu,nhà mặt tiền
Bình An 2,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,58.5,Sổ hồng,3.0,2.0,2.0,4 tỷ 800 triệu,nhà mặt tiền
Thi Sách,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,60.0,Sổ hồng,3.0,4.0,3.0,6 tỷ 800 triệu,nhà mặt tiền
Lê Anh Xuân,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,67.0,Sổ hồng,3.0,3.0,3.0,5 tỷ,nhà mặt tiền
Cao Xuân Huy,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,74.7,Sổ hồng,3.0,2.0,2.0,5 tỷ 250 triệu,nhà mặt tiền
Nguyễn Đức Cảnh,Phường Thuận Phước,Quận Hải Châu,Đà Nẵng,80.0,Sổ hồng,4.0,4.0,3.0,7 tỷ,nhà mặt tiền
Trường Chinh,Phường An Khê,Quận Thanh Khê,Đà Nẵng,99.6,Sổ đỏ,,1.0,2.0,5 tỷ 950 triệu,nhà mặt tiền
Hồ Tông Thốc,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,92.5,Sổ hồng,2.0,1.0,,5 tỷ 700 triệu,nhà mặt tiền
Núi Thành,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,234.0,Sổ hồng,7.0,7.0,3.0,35 tỷ,nhà mặt tiền
Hùng Vương,Phường Hải Châu I,Quận Hải Châu,Đà Nẵng,107.5,Sổ hồng,5.0,5.0,3.5,28 tỷ,nhà mặt tiền
Điện Biên Phủ,Phường Chính Gián,Quận Thanh Khê,Đà Nẵng,100.0,Sổ hồng,3.0,4.0,3.0,18 tỷ 500 triệu,nhà mặt tiền
Lê Lợi,Phường Thạch Thang,Quận Hải Châu,Đà Nẵng,87.3,Sổ hồng,2.0,1.0,,16 tỷ,nhà mặt tiền
Quang Trung,Phường Thạch Thang,Quận Hải Châu,Đà Nẵng,63.7,Sổ hồng,5.0,3.0,3.0,15 tỷ,nhà mặt tiền
Ông Ích Khiêm,Phường Thanh Bình,Quận Hải Châu,Đà Nẵng,60.0,Sổ hồng,2.0,2.0,3.0,13 tỷ,nhà mặt tiền
Phan Văn Trị,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,137.0,Sổ hồng,4.0,3.0,2.0,8 tỷ,nhà mặt tiền
Huỳnh Thúc Kháng,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,47.6,Sổ hồng,3.0,2.0,2.5,7 tỷ 500 triệu,nhà mặt tiền
Nguyễn Xuân Ôn,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,98.5,Sổ hồng,3.0,3.0,3.0,8 tỷ 350 triệu,nhà mặt tiền
Nguyễn Tri Phương,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,168.0,Sổ hồng,4.0,4.0,2.0,5 tỷ 800 triệu,nhà mặt tiền
Sơn Thủy 4,Phường Hòa Hải,Quận Ngũ Hành Sơn,Đà Nẵng,100.0,Sổ hồng,2.0,2.0,,5 tỷ 400 triệu,nhà mặt tiền
Tống Phước Phổ,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,75.0,Sổ hồng,3.0,3.0,3.5,8 tỷ 500 triệu,nhà mặt tiền
Hải Phòng,Phường Tân Chính,Quận Thanh Khê,Đà Nẵng,215.0,Sổ hồng,1.0,1.0,,32 tỷ,nhà mặt tiền
An Hải 6,Phường An Hải Bắc,Quận Sơn Trà,Đà Nẵng,144.0,Sổ hồng,13.0,13.0,3.0,7 tỷ 100 triệu,nhà mặt tiền
Hàn Thuyên,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,112.5,Sổ hồng,9.0,9.0,5.0,11 tỷ,nhà mặt tiền
Trần Đức Thảo,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,129.0,Sổ hồng,6.0,3.0,3.0,11 tỷ,nhà mặt tiền
Trưng Nữ Vương,Phường Hòa Thuận Đông,Quận Hải Châu,Đà Nẵng,50.0,Sổ hồng,2.0,2.0,2.0,10 tỷ 500 triệu,nhà mặt tiền
Núi Thành,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,165.0,Sổ hồng,5.0,2.0,3.0,19 tỷ,nhà mặt tiền
Man Thiện,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,59.0,Sổ hồng,3.0,4.0,3.0,6 tỷ 800 triệu,nhà mặt tiền
Bình Hòa 2,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,97.0,Sổ hồng,3.0,4.0,3.0,6 tỷ 500 triệu,nhà mặt tiền
Trần Huy Liệu,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,87.0,Sổ hồng,2.0,2.0,2.0,4 tỷ 400 triệu,nhà mặt tiền
Nguyễn Phẩm,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,82.0,Sổ đỏ,2.0,1.0,,5 tỷ 600 triệu,nhà mặt tiền
Châu Thượng Văn,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,76.0,Sổ đỏ,2.0,2.0,,4 tỷ 660 triệu,nhà mặt tiền
Cách Mạng Tháng 8,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,91.0,Sổ hồng,1.0,1.0,,9 tỷ 700 triệu,nhà mặt tiền
Huỳnh Tấn Phát,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,102.0,Sổ hồng,3.0,2.0,3.0,11 tỷ 700 triệu,nhà mặt tiền
Trần Tấn Mới,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,83.0,Sổ hồng,4.0,2.0,2.0,6 tỷ 500 triệu,nhà mặt tiền
Tố Hữu,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,74.3,Sổ hồng,3.0,3.0,3.0,5 tỷ 500 triệu,nhà mặt tiền
Trần Thủ Độ,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,77.0,Sổ hồng,3.0,4.0,3.0,6 tỷ 700 triệu,nhà mặt tiền
Hồ Biểu Chánh,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,81.4,Sổ đỏ,4.0,4.0,,5 tỷ,nhà mặt tiền
Lê Thanh Nghị,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,87.3,Sổ hồng,7.0,6.0,4.0,13 tỷ 500 triệu,nhà mặt tiền
Trần Huấn,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,47.0,Sổ hồng,3.0,4.0,,5 tỷ 600 triệu,nhà mặt tiền
Nguyễn Phước Nguyên,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,80.0,Sổ hồng,4.0,4.0,,6 tỷ 350 triệu,nhà mặt tiền
Châu Thượng Văn,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,70.0,Sổ hồng,3.0,2.0,,4 tỷ 400 triệu,nhà mặt tiền
Nguyễn Phẩm,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,82.5,Sổ hồng,3.0,3.0,3.0,6 tỷ 500 triệu,nhà mặt tiền
Tiên Sơn 14,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,88.0,Sổ hồng,2.0,2.0,2.0,4 tỷ 300 triệu,nhà mặt tiền
Bạch Đằng,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,58.0,Sổ hồng,1.0,1.0,29.0,1 tỷ 800 triệu,nhà mặt tiền
Dương Bích Liên,Phường Thanh Khê Đông,Quận Thanh Khê,Đà Nẵng,70.0,Sổ đỏ,3.0,2.0,2.0,4 tỷ 450 triệu,nhà mặt tiền
Hoàng Diệu,Phường Bình Thuận,Quận Hải Châu,Đà Nẵng,80.0,Sổ đỏ,3.0,3.0,3.0,16 tỷ,nhà mặt tiền
Phạm Văn Đồng,Phường Phước Mỹ,Quận Sơn Trà,Đà Nẵng,256.0,Sổ hồng,73.0,73.0,14.0,84 tỷ,nhà mặt tiền
Nam Kỳ Khởi Nghĩa,Phường Hòa Quý,Quận Ngũ Hành Sơn,Đà Nẵng,100.0,Sổ đỏ,2.0,2.0,2.0,3 tỷ 450 triệu,nhà mặt tiền
An Hải Đông 1,Phường An Hải Đông,Quận Sơn Trà,Đà Nẵng,340.0,Sổ đỏ,2.0,2.0,,30 tỷ 600 triệu,nhà mặt tiền
Phan Châu Trinh,Phường Phước Ninh,Quận Hải Châu,Đà Nẵng,115.0,Sổ đỏ,3.0,8.0,3.0,32 tỷ,nhà mặt tiền
Huỳnh Ngọc Huệ,Phường Hòa Khê,Quận Thanh Khê,Đà Nẵng,203.0,Sổ hồng,4.0,4.0,4.0,20 tỷ,nhà mặt tiền
Đường K20,Phường Khuê Mỹ,Quận Ngũ Hành Sơn,Đà Nẵng,171.0,Sổ hồng,17.0,18.0,5.0,11 tỷ 500 triệu,nhà mặt tiền
Đỗ Quang,Phường Vĩnh Trung,Quận Thanh Khê,Đà Nẵng,46.0,Sổ đỏ,3.0,2.0,3.0,5 tỷ 900 triệu,nhà mặt tiền
Tú Mỡ,Phường Hòa An,Quận Cẩm Lệ,Đà Nẵng,112.0,Sổ đỏ,2.0,1.0,,5 tỷ 800 triệu,nhà mặt tiền
Hoàng Ngọc Phách,Phường Hòa An,Quận Cẩm Lệ,Đà Nẵng,100.0,Sổ đỏ,2.0,1.0,,4 tỷ 950 triệu,nhà mặt tiền
Hoài Thanh,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,80.0,Sổ đỏ,2.0,2.0,,6 tỷ,nhà mặt tiền
Lý Nhật Quang,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,162.0,Sổ đỏ,4.0,5.0,3.0,13 tỷ 500 triệu,nhà mặt tiền
Nguyễn Tri Phương,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,70.0,Sổ hồng,3.0,3.0,3.0,8 tỷ 900 triệu,nhà mặt tiền
Điện Biên Phủ,Phường Thanh Khê Đông,Quận Thanh Khê,Đà Nẵng,200.0,Sổ hồng,10.0,8.0,,32 tỷ,nhà mặt tiền
Nguyễn Văn Linh,Phường Hải Châu II,Quận Hải Châu,Đà Nẵng,65.0,Sổ hồng,9.0,9.0,,22 tỷ,nhà mặt tiền
Phan Thúc Duyện,Bắc Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,100.0,Sổ hồng,17.0,17.0,6.0,13 tỷ 900 triệu,nhà mặt tiền
Nguyễn Thị Thập,Phường Thanh Khê Tây,Quận Thanh Khê,Đà Nẵng,80.0,Sổ đỏ,2.0,1.0,,3 tỷ 850 triệu,nhà mặt tiền
Đỗ Nhuận,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,90.0,Sổ đỏ,4.0,3.0,3.0,5 tỷ 350 triệu,nhà mặt tiền
Hàn Thuyên,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,100.0,Sổ đỏ,10.0,3.0,,9 tỷ 600 triệu,nhà mặt tiền
Tôn Đức Thắng,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,281.0,Sổ đỏ,1.0,1.0,,9 tỷ,nhà mặt tiền
Trưng Nữ Vương,Phường Hòa Thuận Tây,Quận Hải Châu,Đà Nẵng,123.0,Sổ đỏ,3.0,2.0,,4 tỷ 600 triệu,nhà mặt tiền
Hàm Nghi,Phường Thạc Gián,Quận Thanh Khê,Đà Nẵng,42.0,Sổ đỏ,3.0,3.0,,3 tỷ 450 triệu,nhà mặt tiền
Đống Đa,Phường Thuận Phước,Quận Hải Châu,Đà Nẵng,450.0,Sổ đỏ,3.0,3.0,,64 tỷ,nhà mặt tiền
Đống Đa,Phường Thuận Phước,Quận Hải Châu,Đà Nẵng,56.7,Sổ đỏ,4.0,4.0,4.0,14 tỷ 500 triệu,nhà mặt tiền
Tôn Thất Thuyết,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,80.0,Sổ hồng,2.0,2.0,,3 tỷ 800 triệu,nhà mặt tiền
Cách Mạng Tháng 8,Phường Hòa Thọ Đông,Quận Cẩm Lệ,Đà Nẵng,120.0,Sổ hồng,3.0,2.0,,3 tỷ 850 triệu,nhà mặt tiền
Nguyễn Quang Bích,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,93.0,Sổ đỏ,2.0,1.0,,7 tỷ,nhà mặt tiền
Trần Tấn Mới,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,105.0,Sổ đỏ,3.0,2.0,2.0,7 tỷ 500 triệu,nhà mặt tiền
Lê Bá Trinh,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,97.0,Sổ đỏ,5.0,3.0,3.0,10 tỷ,nhà mặt tiền
Thủ Khoa Huân,Phường An Hải Đông,Quận Sơn Trà,Đà Nẵng,175.0,Sổ đỏ,2.0,1.0,,8 tỷ 700 triệu,nhà mặt tiền
Trưng Nữ Vương,Phường Bình Hiên,Quận Hải Châu,Đà Nẵng,94.0,Sổ đỏ,4.0,4.0,4.0,11 tỷ 900 triệu,nhà mặt tiền
Tô Hiệu,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,220.0,Sổ đỏ,2.0,2.0,,8 tỷ 900 triệu,nhà mặt tiền
Trần Cao Vân,Phường Thanh Khê Đông,Quận Thanh Khê,Đà Nẵng,132.0,Sổ đỏ,3.0,2.0,,8 tỷ 900 triệu,nhà mặt tiền
Nguyễn Lai,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,80.0,Sổ hồng,2.0,2.0,,3 tỷ 800 triệu,nhà mặt tiền
Trần Văn Đang,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,153.0,Sổ đỏ,5.0,3.0,3.0,7 tỷ 700 triệu,nhà mặt tiền
Trần Phú,Phường Phước Ninh,Quận Hải Châu,Đà Nẵng,113.0,Sổ đỏ,2.0,1.0,,28 tỷ,nhà mặt tiền
Núi Thành,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,420.0,Sổ hồng,20.0,3.0,,80 tỷ,nhà mặt tiền
Nguyễn Thị Ba,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,75.0,Sổ hồng,2.0,2.0,,4 tỷ 100 triệu,nhà mặt tiền
Trần Cao Vân,Phường Xuân Hà,Quận Thanh Khê,Đà Nẵng,80.0,Sổ đỏ,4.0,3.0,4.0,12 tỷ 500 triệu,nhà mặt tiền
Nại Hiên Đông 9,Nại Hiên Đông,Quận Sơn Trà,Đà Nẵng,72.0,Sổ đỏ,3.0,2.0,2.0,3 tỷ 700 triệu,nhà mặt tiền
Tiểu La,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,84.0,Sổ đỏ,3.0,2.0,,4 tỷ 650 triệu,nhà mặt tiền
Lê Tấn Trung,Phường An Hải Bắc,Quận Sơn Trà,Đà Nẵng,259.0,Sổ hồng,40.0,40.0,,26 tỷ 800 triệu,nhà mặt tiền
Phan Đăng Lưu,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,100.0,Sổ đỏ,3.0,3.0,4.0,17 tỷ 300 triệu,nhà mặt tiền
Cách Mạng Tháng 8,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,78.0,Sổ đỏ,9.0,9.0,,11 tỷ 500 triệu,nhà mặt tiền
Trường Chinh,Phường Hòa Phát,Quận Cẩm Lệ,Đà Nẵng,126.0,Sổ đỏ,3.0,2.0,,7 tỷ 850 triệu,nhà mặt tiền
Hoá Sơn 10,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,120.0,Sổ hồng,4.0,6.0,4.0,18 tỷ 500 triệu,nhà mặt tiền
Ngô Quyền,Phường Thọ Quang,Quận Sơn Trà,Đà Nẵng,80.0,Sổ đỏ,3.0,3.0,,5 tỷ 900 triệu,nhà mặt tiền
Phạm Tuấn Tài,Phường Khuê Mỹ,Quận Ngũ Hành Sơn,Đà Nẵng,90.0,Sổ hồng,5.0,4.0,3.0,7 tỷ,nhà mặt tiền
Mỹ Đa Tây 8,Phường Khuê Mỹ,Quận Ngũ Hành Sơn,Đà Nẵng,85.0,Sổ hồng,3.0,3.0,3.0,5 tỷ 200 triệu,nhà mặt tiền
Giang Châu 1,Phường Khuê Mỹ,Quận Ngũ Hành Sơn,Đà Nẵng,100.0,Sổ hồng,3.0,3.0,2.0,5 tỷ 600 triệu,nhà mặt tiền
Trần Huy Liệu,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,72.0,Sổ hồng,3.0,2.0,,3 tỷ 800 triệu,nhà mặt tiền
An Dương Vương,Bắc Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,99.0,Sổ hồng,12.0,12.0,6.5,7 tỷ,nhà mặt tiền
An Thượng 1,Phường Khuê Mỹ,Quận Ngũ Hành Sơn,Đà Nẵng,90.0,Sổ hồng,4.0,4.0,,4 tỷ,nhà mặt tiền
Lê Kim Lãng,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,100.0,Sổ hồng,4.0,3.0,,6 tỷ 490 triệu,nhà mặt tiền
Kinh Dương Vương,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,108.0,Sổ đỏ,1.0,1.0,,6 tỷ 200 triệu,nhà mặt tiền
Nguyễn Hữu Thọ,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,100.0,Sổ hồng,4.0,4.0,4.0,8 tỷ 700 triệu,nhà mặt tiền
Hòa Minh 1,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,100.0,Sổ đỏ,4.0,5.0,3.0,7 tỷ 200 triệu,nhà mặt tiền
Ngô Văn Sở,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Đà Nẵng,125.0,Sổ đỏ,2.0,1.0,,9 tỷ 300 triệu,nhà mặt tiền
Hoá Sơn 10,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,120.0,Sổ hồng,3.0,3.0,,18 tỷ 500 triệu,nhà mặt tiền
Thanh Lương 10,Phường Hòa Xuân,Quận Cẩm Lệ,Đà Nẵng,100.0,Sổ hồng,3.0,2.0,2.0,460.000 đ,nhà mặt tiền
Âu Cơ,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Đà Nẵng,340.0,Sổ đỏ,3.0,2.0,3.0,27 tỷ,nhà mặt tiền
Tôn Đức Thắng,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,313.0,Sổ hồng,4.0,3.0,3.0,29 tỷ 500 triệu,nhà mặt tiền
Tôn Đức Thắng,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,313.0,Sổ đỏ,4.0,3.0,3.0,29 tỷ 500 triệu,nhà mặt tiền
Đoàn Khuê,Phường Khuê Mỹ,Quận Ngũ Hành Sơn,Đà Nẵng,90.0,Sổ hồng,3.0,4.0,,5 tỷ 700 triệu,nhà mặt tiền
Nguyễn Chánh,Phường Hòa Minh,Quận Liên Chiểu,Đà Nẵng,100.0,Sổ đỏ,4.0,3.0,2.0,3 tỷ 400 triệu,nhà mặt tiền
