street,ward,district,city,size,property_legal_document,bed_rooms,toilets,floors,price,house_type
Âu Cơ,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,70.0,1,2,1,2,1.0,1
Lê Văn Đức,Hòa Cường Nam,Hải Châu,Đà Nẵng,98.0,1,3,3,2,8.0,1
Cao Bá Quát,An Hải Tây,Sơn Trà,Đà Nẵng,90.0,1,3,2,2,10.5,1
Nguyễn Hoàng,Vĩnh Trung,Thanh Khê,Đà Nẵng,81.0,1,4,3,3,10.8,1
Võ Như Hưng,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,91.5,1,3,3,3,6.85,1
Phạm Ngọc Thạch,Thuận Phước,Hải Châu,Đà Nẵng,114.0,1,3,3,3,6.6,1
Phan Đăng Lưu,Hòa Cường Bắc,Hải Châu,Đà Nẵng,67.5,1,3,4,3,15.0,1
Bàu Tràm 1,Khuê Trung,Cẩm Lệ,Đà Nẵng,74.2,1,4,5,2,6.5,1
Phạm Tu,An Hải Bắc,Sơn Trà,Đà Nẵng,56.0,1,2,3,3,5.6,1
Huỳnh Mẫn Đạt,Hòa Cường Bắc,Hải Châu,Đà Nẵng,72.0,1,4,3,3,6.7,1
Huỳnh Mẫn Đạt,Hòa Cường Bắc,Hải Châu,Đà Nẵng,72.0,1,4,3,4,6.7,1
Lý Triện,Thanh Khê Đông,Thanh Khê,Đà Nẵng,105.0,1,4,4,3,6.7,1
Lê Lai,Thạch Thang,Hải Châu,Đà Nẵng,49.0,1,2,2,2,7.0,1
Nguyễn Du,Hải Châu 1,Hải Châu,Đà Nẵng,155.0,1,3,2,2,20.0,1
An Thượng 2,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,90.0,1,2,2,2,20.0,1
Ngô Thị Liễu,Hòa Cường Bắc,Hải Châu,Đà Nẵng,110.0,1,3,3,2,10.5,1
2 Tháng 9,Hòa Cường Nam,Hải Châu,Đà Nẵng,51.4,1,3,4,3,4.25,1
Lê Bá Trinh,Hòa Cường Bắc,Hải Châu,Đà Nẵng,83.0,1,3,3,3,15.2,1
Ông Ích Đường,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,100.0,1,4,3,3,12.8,1
Dũng Sĩ Thanh Khê,Thanh Khê Tây,Thanh Khê,Đà Nẵng,69.0,1,3,4,3,13.0,1
Hoàng Dư Khương,Khuê Trung,Cẩm Lệ,Đà Nẵng,84.0,1,4,3,3,5.8,1
Nguyễn Thành Ý,Hòa Cường Bắc,Hải Châu,Đà Nẵng,76.0,1,4,2,3,5.8,1
Hoàng Dư Khương,Khuê Trung,Cẩm Lệ,Đà Nẵng,84.0,1,4,4,4,6.5,1
Lê Quang Sung,Xuân Hà,Thanh Khê,Đà Nẵng,112.0,1,6,6,3,10.0,1
Nguyễn Phẩm,Hòa Cường Bắc,Hải Châu,Đà Nẵng,82.5,1,2,1,3,5.3,1
Nguyễn Chí Diểu,An Hải Bắc,Sơn Trà,Đà Nẵng,100.0,1,4,2,2,5.8,1
Nguyễn Bỉnh Khiêm,An Hải Tây,Sơn Trà,Đà Nẵng,66.0,1,2,2,2,6.1,1
Hà Huy Tập,Hòa Khê,Thanh Khê,Đà Nẵng,83.5,1,3,3,3,11.0,1
Lương Văn Can,Khuê Trung,Cẩm Lệ,Đà Nẵng,85.0,1,3,3,2,4.8,1
Hưng Hóa,Hòa Cường Nam,Hải Châu,Đà Nẵng,80.0,1,2,2,2,5.0,1
Tiên Sơn 5,Hòa Cường Nam,Hải Châu,Đà Nẵng,64.2,1,2,2,2,3.9,1
Lỗ Giáng 1,Hòa Xuân,Cẩm Lệ,Đà Nẵng,156.0,1,5,4,3,6.5,1
Nguyễn Phước Tần,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,100.0,1,4,4,3,5.5,1
Bình Hòa 3,Khuê Trung,Cẩm Lệ,Đà Nẵng,97.3,1,3,3,3,6.5,1
Phạm Văn Nghị,Thạc Gián,Thanh Khê,Đà Nẵng,96.5,1,5,5,3,8.5,1
Trần Thủ Độ,Khuê Trung,Cẩm Lệ,Đà Nẵng,100.0,1,3,3,3,8.2,1
Hà Khê,Xuân Hà,Thanh Khê,Đà Nẵng,72.0,1,1,1,3,9.5,1
Hàn Mạc Tử,Thanh Bình,Hải Châu,Đà Nẵng,62.0,1,3,2,2,4.9,1
Huỳnh Lý,Thuận Phước,Hải Châu,Đà Nẵng,56.0,1,3,2,2,4.7,1
Yên Khê 2,Thanh Khê Tây,Thanh Khê,Đà Nẵng,76.5,1,5,7,3,5.8,1
Mai Am,Thuận Phước,Hải Châu,Đà Nẵng,105.0,1,4,4,3,8.2,1
Lý Đạo Thành,An Hải Bắc,Sơn Trà,Đà Nẵng,83.0,1,3,3,2,7.2,1
Bùi Xương Trạch,Khuê Trung,Cẩm Lệ,Đà Nẵng,125.0,1,3,2,2,6.6,1
Trần Đức Thảo,Hòa Cường Nam,Hải Châu,Đà Nẵng,90.0,1,1,1,2,7.0,1
Hoàng Đạo Thúy,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,150.0,1,5,5,3,4.1,1
Nguyễn Công Trứ,An Hải Bắc,Sơn Trà,Đà Nẵng,108.0,1,3,3,2,12.0,1
Lê Đình Lý,Vĩnh Trung,Thanh Khê,Đà Nẵng,73.0,1,3,3,3,9.5,1
Nguyễn Sơn,Hòa Cường Nam,Hải Châu,Đà Nẵng,88.0,1,4,3,3,7.8,1
Trần Thanh Mại,An Hải Bắc,Sơn Trà,Đà Nẵng,75.0,1,3,3,3,5.55,1
Kỳ Đồng,Xuân Hà,Thanh Khê,Đà Nẵng,104.0,1,3,2,2,10.0,1
Nguyễn Cư Trinh,Hòa Cường Bắc,Hải Châu,Đà Nẵng,81.0,1,3,3,3,7.9,1
Lê Anh Xuân,Hòa Cường Nam,Hải Châu,Đà Nẵng,110.0,1,2,2,3,7.5,1
Bình Hòa 3,Khuê Trung,Cẩm Lệ,Đà Nẵng,131.0,1,4,4,3,9.6,1
Điện Biên Phủ,Chính Gián,Thanh Khê,Đà Nẵng,67.0,1,3,3,3,11.9,1
Nguyễn Tri Phương,Hòa Thuận Tây,Hải Châu,Đà Nẵng,80.0,1,3,3,3,10.2,1
Mạc Thị Bưởi,Hòa Cường Nam,Hải Châu,Đà Nẵng,85.5,1,6,7,4,7.25,1
Tố Hữu,Khuê Trung,Cẩm Lệ,Đà Nẵng,74.0,1,4,3,2,8.8,1
Trần Đức Thảo,Hòa Cường Bắc,Hải Châu,Đà Nẵng,90.0,1,2,2,2,7.0,1
Nguyễn Hữu Thọ,Hòa Thuận Tây,Hải Châu,Đà Nẵng,85.1,1,3,3,3,15.0,1
Trần Cao Vân,Thanh Khê Đông,Thanh Khê,Đà Nẵng,92.6,1,2,2,2,11.5,1
Tân An 1,Hòa Cường Bắc,Hải Châu,Đà Nẵng,151.0,1,5,5,3,12.5,1
Hoàng Xuân Nhị,Hòa Cường Nam,Hải Châu,Đà Nẵng,117.0,1,4,4,3,10.8,1
Phan Thanh,Thạc Gián,Thanh Khê,Đà Nẵng,107.0,1,3,3,3,14.5,1
Lê Duẩn,Tân Chính,Thanh Khê,Đà Nẵng,71.0,1,3,3,3,21.0,1
Tân An 2,Hòa Cường Bắc,Hải Châu,Đà Nẵng,74.3,1,3,3,3,6.0,1
Vũ Hữu,Hòa Cường Bắc,Hải Châu,Đà Nẵng,105.0,1,4,4,3,10.0,1
Tiểu La,Hòa Cường Bắc,Hải Châu,Đà Nẵng,100.0,1,3,2,2,5.6,1
Đống Đa,Thạch Thang,Hải Châu,Đà Nẵng,40.3,1,3,3,4,10.0,1
Cẩm Bắc 4,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,78.0,1,2,2,2,3.18,1
Châu Thượng Văn,Hòa Cường Bắc,Hải Châu,Đà Nẵng,99.0,1,3,3,3,7.5,1
Trần Tấn Mới,Hòa Thuận Tây,Hải Châu,Đà Nẵng,81.0,1,1,1,2,5.1,1
Kỳ Đồng,Xuân Hà,Thanh Khê,Đà Nẵng,104.5,1,3,3,2,10.5,1
Lương Định Của,Khuê Trung,Cẩm Lệ,Đà Nẵng,74.2,1,1,1,2,7.2,1
Phạm Văn Bạch,Hòa Cường Nam,Hải Châu,Đà Nẵng,113.0,1,6,6,2,7.9,1
Hồ Nghinh,Phước Mỹ,Sơn Trà,Đà Nẵng,121.0,1,3,3,3,16.5,1
Trưng Nữ Vương,Hòa Thuận Tây,Hải Châu,Đà Nẵng,159.0,1,2,2,2,6.5,1
Nguyễn Chí Thanh,Thạch Thang,Hải Châu,Đà Nẵng,54.8,1,4,3,4,9.4,1
Nguyễn Tri Phương,Hòa Thuận Đông,Hải Châu,Đà Nẵng,71.0,1,3,3,3,10.5,1
Nguyễn Nho Túy,Khuê Trung,Cẩm Lệ,Đà Nẵng,75.0,1,2,2,2,4.3,1
Hồ Nghinh,Phước Mỹ,Sơn Trà,Đà Nẵng,115.0,1,3,2,2,17.0,1
Ngô Quyền,An Hải Đông,Sơn Trà,Đà Nẵng,140.0,1,3,2,2,14.0,1
Thạch Lam,Phước Mỹ,Sơn Trà,Đà Nẵng,81.0,1,2,1,3,6.6,1
Trần Văn Đang,Khuê Trung,Cẩm Lệ,Đà Nẵng,75.0,1,3,2,2,4.2,1
Phạm Tứ,Khuê Trung,Cẩm Lệ,Đà Nẵng,108.0,1,4,4,3,7.0,1
Ỷ Lan Nguyên Phi,Hòa Cường Bắc,Hải Châu,Đà Nẵng,90.0,1,4,4,4,9.1,1
An Thượng 14,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,52.0,1,2,1,3,4.6,1
Phạm Ngọc Thạch,Thuận Phước,Hải Châu,Đà Nẵng,77.5,1,4,3,3,9.2,1
Hồ Nguyên Trừng,Hòa Cường Nam,Hải Châu,Đà Nẵng,90.0,1,6,6,2,7.0,1
Nguyễn Phong Sắc,Khuê Trung,Cẩm Lệ,Đà Nẵng,74.0,1,3,2,2,5.25,1
Bế Văn Đàn,Chính Gián,Thanh Khê,Đà Nẵng,80.0,1,3,3,2,8.3,1
Thái Thị Bôi,Chính Gián,Thanh Khê,Đà Nẵng,80.0,1,3,3,3,10.0,1
Phước Trường 14,Phước Mỹ,Sơn Trà,Đà Nẵng,90.0,1,3,3,3,7.5,1
Dương Quảng Hàm,Khuê Trung,Cẩm Lệ,Đà Nẵng,90.0,1,3,3,3,5.5,1
Bình An 3,Hòa Cường Bắc,Hải Châu,Đà Nẵng,162.0,1,3,2,2,11.0,1
Phạm Phú Tiết,Khuê Trung,Cẩm Lệ,Đà Nẵng,97.5,1,4,5,4,8.2,1
Nguyễn Công Hãng,An Khê,Thanh Khê,Đà Nẵng,100.0,1,3,2,2,7.9,1
Thăng Long,Hòa Cường Nam,Hải Châu,Đà Nẵng,150.0,1,5,4,3,20.0,1
Nguyễn Xuân Ôn,Hòa Cường Bắc,Hải Châu,Đà Nẵng,92.0,1,2,1,2,7.2,1
Huỳnh Lý,Hòa Cường Nam,Hải Châu,Đà Nẵng,56.0,1,2,1,2,4.14,1
Lý Triện,Hòa Khê,Thanh Khê,Đà Nẵng,50.0,1,4,4,4,7.5,1
Hồ Biểu Chánh,Hòa Cường Nam,Hải Châu,Đà Nẵng,70.4,1,2,2,2,5.3,1
Điện Biên Phủ,Hòa Khê,Thanh Khê,Đà Nẵng,68.0,1,3,3,3,11.7,1
Lê Đình Lý,Hòa Thuận Tây,Hải Châu,Đà Nẵng,69.0,1,4,4,3,18.0,1
Nguyễn Bình,Hòa Cường Nam,Hải Châu,Đà Nẵng,70.0,1,3,3,3,6.5,1
Đặng Văn Ngữ,Khuê Trung,Cẩm Lệ,Đà Nẵng,80.0,1,3,2,2,7.15,1
Điện Biên Phủ,Chính Gián,Thanh Khê,Đà Nẵng,85.0,1,3,3,3,16.0,1
Nguyễn Phẩm,Hòa Cường Bắc,Hải Châu,Đà Nẵng,82.5,1,2,2,3,5.3,1
Núi Thành,Hòa Cường Bắc,Hải Châu,Đà Nẵng,68.6,1,4,4,4,9.45,1
An Trung 3,An Hải Tây,Sơn Trà,Đà Nẵng,58.0,1,2,2,2,4.4,1
Huỳnh Lý,Thuận Phước,Hải Châu,Đà Nẵng,56.0,1,3,4,3,5.4,1
Kỳ Đồng,Xuân Hà,Thanh Khê,Đà Nẵng,103.0,1,2,2,2,9.0,1
Nguyễn Cư Trinh,Hòa Cường Bắc,Hải Châu,Đà Nẵng,80.0,1,3,2,2,4.8,1
Mạc Thị Bưởi,Hòa Cường Nam,Hải Châu,Đà Nẵng,85.5,1,6,6,4,7.25,1
Phạm Tứ,Khuê Trung,Cẩm Lệ,Đà Nẵng,100.0,1,4,4,2,5.2,1
Trần Hưng Đạo,An Hải Tây,Sơn Trà,Đà Nẵng,84.4,1,2,2,3,8.5,1
Ông Ích Đường,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,85.0,1,3,3,4,4.65,1
Nguyễn Tri Phương,Hòa Thuận Đông,Hải Châu,Đà Nẵng,106.0,1,2,2,2,10.6,1
Điện Biên Phủ,Thanh Khê Tây,Thanh Khê,Đà Nẵng,120.0,1,3,3,3,12.0,1
Nguyễn Tri Phương,Hòa Thuận Tây,Hải Châu,Đà Nẵng,80.0,1,3,3,2,10.8,1
Phạm Phú Tiết,Khuê Trung,Cẩm Lệ,Đà Nẵng,96.5,1,4,3,3,8.1,1
Nguyễn Bình,Hòa Cường Nam,Hải Châu,Đà Nẵng,70.0,1,3,3,2,5.2,1
Cẩm Bắc 2,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,80.0,1,4,4,3,5.3,1
Hoàng Thúc Trâm,Hòa Cường Bắc,Hải Châu,Đà Nẵng,144.0,1,4,4,3,10.7,1
Nguyễn Bỉnh Khiêm,An Hải Tây,Sơn Trà,Đà Nẵng,66.0,1,3,2,2,5.8,1
Thanh Duyên,Thanh Bình,Hải Châu,Đà Nẵng,70.0,1,4,4,3,7.3,1
Hà Huy Tập,Hòa Khê,Thanh Khê,Đà Nẵng,81.0,1,3,2,2,5.5,1
Huỳnh Ngọc Huệ,An Khê,Thanh Khê,Đà Nẵng,102.0,1,3,3,2,10.5,1
Lê Duẩn,Tân Chính,Thanh Khê,Đà Nẵng,59.0,1,2,2,3,21.0,1
Xuân Diệu,Thuận Phước,Hải Châu,Đà Nẵng,56.0,1,3,2,3,7.8,1
Tố Hữu,Khuê Trung,Cẩm Lệ,Đà Nẵng,73.0,1,4,3,3,5.1,1
Nguyễn Đăng Đạo,Khuê Trung,Cẩm Lệ,Đà Nẵng,121.0,1,3,3,2,10.2,1
Thi Sách,Hòa Thuận Tây,Hải Châu,Đà Nẵng,85.0,1,2,2,2,4.5,1
Huỳnh Mẫn Đạt,Hòa Cường Bắc,Hải Châu,Đà Nẵng,72.0,1,3,4,3,6.3,1
Nguyễn Hữu Thọ,Hòa Thuận Tây,Hải Châu,Đà Nẵng,90.0,1,5,3,3,14.6,1
Nguyễn Phước Tần,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,108.0,1,3,2,3,7.6,1
Trần Cao Vân,Tam Thuận,Thanh Khê,Đà Nẵng,116.0,1,4,4,3,13.5,1
Lê Thanh Nghị,Hòa Cường Nam,Hải Châu,Đà Nẵng,70.0,1,5,4,4,12.5,1
Nguyễn Trung Ngạn,Khuê Trung,Cẩm Lệ,Đà Nẵng,125.0,1,4,3,3,7.5,1
Phạm Hùng,Hòa Châu,Hoà Vang,Đà Nẵng,138.0,1,6,6,3,3.85,1
Nguyễn Phước Nguyên,An Khê,Thanh Khê,Đà Nẵng,159.0,1,4,2,3,8.6,1
Bàu Hạc,Chính Gián,Thanh Khê,Đà Nẵng,65.0,1,2,2,2,6.9,1
Nguyễn Xuân Ôn,Hòa Cường Bắc,Hải Châu,Đà Nẵng,100.0,1,3,3,3,8.35,1
Lê Thanh Nghị,Hòa Cường Bắc,Hải Châu,Đà Nẵng,87.3,1,4,4,3,14.5,1
Tân An 4,Hòa Cường Bắc,Hải Châu,Đà Nẵng,80.0,1,4,4,3,7.2,1
Phạm Văn Nghị,Thạc Gián,Thanh Khê,Đà Nẵng,58.0,1,4,4,4,9.2,1
Hóa Sơn 3,Hòa Cường Nam,Hải Châu,Đà Nẵng,67.0,1,3,3,3,6.5,1
Triệu Việt Vương,An Hải Tây,Sơn Trà,Đà Nẵng,110.0,1,4,3,3,16.0,1
Nguyễn Tất Thành,Hòa Minh,Liên Chiểu,Đà Nẵng,100.0,1,1,1,3,8.1,1
Tố Hữu,Hòa Cường Nam,Hải Châu,Đà Nẵng,79.0,1,4,3,3,9.6,1
Thăng Long,Hòa Cường Nam,Hải Châu,Đà Nẵng,75.0,1,4,3,3,4.4,1
Ông Ích Khiêm,Hải Châu 11,Hải Châu,Đà Nẵng,103.0,1,3,2,3,21.0,1
Lê Đình Lý,Vĩnh Trung,Thanh Khê,Đà Nẵng,74.0,1,3,3,3,9.5,1
Tô Hiệu,Hòa Minh,Liên Chiểu,Đà Nẵng,90.0,1,3,2,2,4.5,1
Bàu Hạc,Vĩnh Trung,Thanh Khê,Đà Nẵng,64.0,1,3,3,3,6.2,1
Tiên Sơn 18,Hòa Cường Nam,Hải Châu,Đà Nẵng,89.0,1,5,3,3,7.0,1
Ông Ích Khiêm,Thạch Thang,Hải Châu,Đà Nẵng,67.0,1,3,2,3,13.0,1
Hàn Thuyên,Hòa Cường Bắc,Hải Châu,Đà Nẵng,100.0,1,5,4,3,8.9,1
Hải Hồ,Thanh Bình,Hải Châu,Đà Nẵng,68.0,1,3,2,2,5.5,1
Lê Bá Trinh,Hòa Cường Bắc,Hải Châu,Đà Nẵng,85.0,1,3,2,2,7.5,1
Hồ Biểu Chánh,Hòa Cường Nam,Hải Châu,Đà Nẵng,103.0,1,4,3,3,7.2,1
Nguyễn Chí Thanh,Hải Châu 1,Hải Châu,Đà Nẵng,80.0,1,3,3,3,15.0,1
Hàn Mạc Tử,Bình Thuận,Hải Châu,Đà Nẵng,62.0,1,3,2,2,4.8,1
Núi Thành,Hòa Cường Nam,Hải Châu,Đà Nẵng,115.0,1,4,3,3,15.0,1
Hoài Thanh,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,80.0,1,3,3,2,7.5,1
Vũ Trọng Phụng,Hòa Cường Nam,Hải Châu,Đà Nẵng,70.0,1,3,2,2,7.0,1
Bàu Hạc,Vĩnh Trung,Thanh Khê,Đà Nẵng,62.0,1,3,3,3,6.2,1
Đỗ Quang,Vĩnh Trung,Thanh Khê,Đà Nẵng,51.0,1,2,2,2,7.2,1
Trần Cao Vân,Thanh Khê Đông,Thanh Khê,Đà Nẵng,70.0,1,4,2,3,8.6,1
Phạm Tứ,Khuê Trung,Cẩm Lệ,Đà Nẵng,108.0,1,4,3,3,12.7,1
Phạm Văn Nghị,Thạc Gián,Thanh Khê,Đà Nẵng,58.0,1,3,4,4,10.0,1
Phan Đăng Lưu,Hòa Cường Nam,Hải Châu,Đà Nẵng,70.0,1,3,2,2,5.65,1
Hoàng Thúc Trâm,Hòa Cường Bắc,Hải Châu,Đà Nẵng,90.0,1,5,5,2,7.5,1
Cách Mạng Tháng 8,Hòa Thọ Đông,Cẩm Lệ,Đà Nẵng,125.0,1,4,3,2,5.8,1
Đỗ Bá,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,87.4,1,4,3,3,18.2,1
Tố Hữu,Hòa Cường Nam,Hải Châu,Đà Nẵng,100.0,1,5,5,3,7.9,1
Trần Tống,Vĩnh Trung,Thanh Khê,Đà Nẵng,52.0,1,3,3,3,5.7,1
Nguyễn Thành Ý,Hòa Cường Nam,Hải Châu,Đà Nẵng,76.0,1,4,4,3,5.75,1
Thủ Khoa Huân,An Hải Đông,Sơn Trà,Đà Nẵng,105.9,1,3,3,3,7.8,1
Vũ Trọng Phụng,Hòa Cường Nam,Hải Châu,Đà Nẵng,70.0,1,3,3,2,5.2,1
Thi Sách,Hòa Thuận Tây,Hải Châu,Đà Nẵng,85.0,1,1,1,2,4.5,1
Vũ Quỳnh,Thanh Khê Tây,Thanh Khê,Đà Nẵng,75.0,1,2,2,2,4.1,1
Bắc Đẩu,Bình Thuận,Hải Châu,Đà Nẵng,88.2,1,2,2,2,8.0,1
Nguyễn Đổng Chi,Hòa Cường Bắc,Hải Châu,Đà Nẵng,80.0,1,2,2,3,6.5,1
Nguyễn Hữu Thọ,Khuê Trung,Cẩm Lệ,Đà Nẵng,74.0,1,3,3,3,7.9,1
An Cư 5,Phước Mỹ,Sơn Trà,Đà Nẵng,85.0,1,3,3,3,7.8,1
Tố Hữu,Hòa Cường Bắc,Hải Châu,Đà Nẵng,96.0,1,3,3,2,8.0,1
Yên Khê 2,Thanh Khê Đông,Thanh Khê,Đà Nẵng,57.0,1,4,3,3,5.6,1
Lê Thanh Nghị,Hòa Cường Bắc,Hải Châu,Đà Nẵng,81.0,1,3,3,3,12.0,1
Cô Bắc,Hải Châu 11,Hải Châu,Đà Nẵng,86.5,1,3,3,3,15.8,1
Nguyễn Tri Phương,Hòa Thuận Tây,Hải Châu,Đà Nẵng,86.2,1,4,5,3,13.0,1
Nguyễn Đức Cảnh,Thuận Phước,Hải Châu,Đà Nẵng,56.0,1,3,4,2,5.2,1
Nguyễn Thành Hãn,Hòa Thuận Tây,Hải Châu,Đà Nẵng,81.0,1,1,1,2,5.2,1
Phạm Phú Tiết,Khuê Trung,Cẩm Lệ,Đà Nẵng,80.0,1,4,4,2,5.8,1
Nguyễn Văn Thoại,Bắc Mỹ An,Ngũ Hành Sơn,Đà Nẵng,141.0,1,2,1,3,19.6,1
Nguyễn Sơn Hà,Hòa Cường Bắc,Hải Châu,Đà Nẵng,70.0,1,3,3,3,7.45,1
Nguyễn Sơn Hà,Hòa Cường Bắc,Hải Châu,Đà Nẵng,85.0,1,3,2,3,6.6,1
Trần Cao Vân,Xuân Hà,Thanh Khê,Đà Nẵng,81.0,1,3,3,3,12.5,1
Nguyễn Phước Nguyên,An Khê,Thanh Khê,Đà Nẵng,73.0,1,1,1,2,5.2,1
Lê Thị Tính,An Khê,Thanh Khê,Đà Nẵng,90.0,1,2,3,2,5.2,1
Lý Nhân Tông,Khuê Trung,Cẩm Lệ,Đà Nẵng,92.5,1,3,3,3,8.1,1
Ngô Thị Liễu,Hòa Cường Bắc,Hải Châu,Đà Nẵng,82.5,1,3,3,3,6.5,1
Tiên Sơn 14,Hòa Cường Nam,Hải Châu,Đà Nẵng,88.0,1,2,2,2,4.5,1
Lê Quang Sung,Chính Gián,Thanh Khê,Đà Nẵng,135.0,1,3,3,2,8.5,1
Kỳ Đồng,Thanh Khê Đông,Thanh Khê,Đà Nẵng,102.0,1,3,2,2,5.7,1
Tiên Sơn 8,Hòa Cường Nam,Hải Châu,Đà Nẵng,120.0,1,5,5,3,11.9,1
Ninh Tốn,Hòa Minh,Liên Chiểu,Đà Nẵng,65.0,1,1,1,2,1.8,1
Âu Cơ,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,65.0,1,1,1,2,1.8,1
Âu Cơ,Hòa Minh,Liên Chiểu,Đà Nẵng,135.0,1,2,1,2,2.85,1
Âu Cơ,Hòa Minh,Liên Chiểu,Đà Nẵng,100.0,1,2,1,3,1.85,1
Âu Cơ,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,90.0,1,2,1,2,2.5,1
Hoàng Văn Thái,Hòa Minh,Liên Chiểu,Đà Nẵng,150.0,1,2,1,3,2.9,1
Phú Lộc 5,Hòa Minh,Liên Chiểu,Đà Nẵng,100.0,9,2,2,3,3.7,1
Âu Cơ,Hòa Minh,Liên Chiểu,Đà Nẵng,65.0,1,1,1,2,0.9,1
Tôn Đức Thắng,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,100.0,1,1,1,3,0.9,1
Âu Cơ,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,70.0,1,1,1,2,1.8,1
Trần Thanh Trung,Thanh Khê Tây,Thanh Khê,Đà Nẵng,81.0,1,4,2,4,6.8,1
Tôn Đức Thắng,Hòa Minh,Liên Chiểu,Đà Nẵng,70.0,1,2,1,2,5.1,1
Ngô Văn Sở,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,65.0,1,2,1,2,1.8,1
Âu Cơ,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,100.0,1,2,1,3,1.0,1
Tôn Đức Thắng,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,56.0,1,3,2,2,3.3,1
Đỗ Thúc Tịnh,Khuê Trung,Cẩm Lệ,Đà Nẵng,80.0,1,3,4,3,4.35,1
Lê Trọng Tấn,An Khê,Thanh Khê,Đà Nẵng,60.0,1,3,3,3,4.6,1
Lê Cơ,Hòa Cường Bắc,Hải Châu,Đà Nẵng,78.0,1,3,2,3,3.5,1
Trường Chinh,An Khê,Thanh Khê,Đà Nẵng,102.0,1,3,3,3,2.6,1
An Thượng 1,Mỹ An,Ngũ Hành Sơn,Đà Nẵng,150.0,1,7,6,4,17.0,1
Đống Đa,Thuận Phước,Hải Châu,Đà Nẵng,68.0,9,3,3,3,4.7,1
Tiểu La,Hòa Cường Bắc,Hải Châu,Đà Nẵng,71.0,9,3,3,2,4.3,1
Hải Sơn,Thanh Bình,Hải Châu,Đà Nẵng,55.0,1,3,2,2,3.1,1
Hoàng Diệu,Bình Thuận,Hải Châu,Đà Nẵng,60.0,1,3,2,2,3.18,1
Lê Bá Trinh,Hòa Cường Bắc,Hải Châu,Đà Nẵng,71.0,1,3,3,2,4.25,1
Phan Thanh,Thạc Gián,Thanh Khê,Đà Nẵng,52.0,1,3,3,2,3.4,1
Lê Thanh Nghị,Hòa Cường Bắc,Hải Châu,Đà Nẵng,67.0,1,3,3,3,3.4,1
Phan Châu Trinh,Bình Thuận,Hải Châu,Đà Nẵng,62.0,1,2,2,2,3.2,1
Đống Đa,Thuận Phước,Hải Châu,Đà Nẵng,68.0,1,3,3,3,4.7,1
Trưng Nữ Vương,Hòa Thuận Tây,Hải Châu,Đà Nẵng,69.0,1,3,2,2,4.0,1
Tô Hiệu,Hòa Minh,Liên Chiểu,Đà Nẵng,60.0,1,3,2,2,4.8,1
Dương Văn An,Mân Thái,Sơn Trà,Đà Nẵng,80.0,1,3,2,2,4.35,1
Cao Xuân Huy,Khuê Trung,Cẩm Lệ,Đà Nẵng,78.0,1,2,1,3,4.75,1
Hàm Nghi,Vĩnh Trung,Thanh Khê,Đà Nẵng,59.0,1,3,3,3,16.9,1
Thi Sách,Hòa Thuận Tây,Hải Châu,Đà Nẵng,106.0,1,3,2,2,5.65,1
Huỳnh Ngọc Huệ,Hòa Khê,Thanh Khê,Đà Nẵng,140.0,1,4,3,3,8.9,1
Phạm Như Xương,Hòa Hiệp Nam,Liên Chiểu,Đà Nẵng,150.0,1,4,3,3,6.95,1
Nguyễn Phước Nguyên,Hòa Khê,Thanh Khê,Đà Nẵng,45.0,1,4,3,3,4.1,1
Trần Nhân Tông,Mân Thái,Sơn Trà,Đà Nẵng,90.0,1,3,2,2,4.6,1
Lê Đình Lý,Vĩnh Trung,Thanh Khê,Đà Nẵng,56.0,1,3,3,3,4.17,1
Lý Tự Trọng,Thanh Bình,Hải Châu,Đà Nẵng,56.0,1,3,2,2,3.15,1
Đỗ Quang,Vĩnh Trung,Thanh Khê,Đà Nẵng,52.0,1,3,4,3,3.4,1
Nguyễn Văn Linh,Nam Dương,Hải Châu,Đà Nẵng,55.0,1,3,3,3,4.15,1
Nguyễn Tri Phương,Hòa Thuận Tây,Hải Châu,Đà Nẵng,56.0,1,3,4,4,4.17,1
Lê Đình Lý,Hòa Thuận Đông,Hải Châu,Đà Nẵng,56.0,1,3,3,3,4.17,1
Nguyễn Tri Phương,Hòa Thuận Đông,Hải Châu,Đà Nẵng,55.0,1,3,3,4,4.18,1
